0	9.6
1	26003.5110875
2	61633.6454305
3	84215.1823385
4	113875.009943
5	141628.163153
6	178505.031693
7	222049.183047
8	316178.16102
9	316932.965233
10	366206.231799
11	352469.171264
12	354972.226956
13	358249.379588
14	379311.714519
15	386249.571086
16	398006.195888
17	398573.343396
18	417395.118609
19	421747.985395
20	442196.587723
21	453610.943284
22	440325.541489
23	462208.70312
24	448451.521512
25	452004.249535
26	458087.996418
27	466281.455916
28	486814.585905
29	493254.713616
30	513163.023288
31	513619.355867
32	522051.420944
33	516546.66772
34	511231.76389
35	516852.188618
36	511767.60438
37	493382.353247
38	543474.115265
39	530523.464652
40	544664.359942
41	535057.751461
42	540976.756975
43	546843.249121
44	538979.500766
45	541784.640639
46	542410.987207
47	528743.725163
48	535954.883452
49	548727.357328
50	587673.78391
51	587997.929092
52	590664.144382
53	590173.49759
54	616871.040812
55	592795.871067
56	595105.788045
57	586403.022657
58	669162.520021
59	655626.968956
60	696408.115078
61	705675.904248
62	720771.916246
63	723121.134149
64	689033.886929
65	740846.482338
66	707697.03506
67	709006.644419
68	745108.346345
69	759565.211619
70	795525.434715
71	747226.25496
72	746317.0742
73	778659.217059
74	749960.638255
75	772911.181126
76	780538.265352
77	751330.947717
78	759757.643228
79	790948.159703
80	764922.294507
81	783530.479351
82	782048.750244
83	786992.72905
84	802803.584516
85	784244.304047
86	778409.698466
87	781509.005845
88	807522.47099
89	759087.090316
90	776790.693154
91	773697.513486
92	744972.060553
93	771891.590879
94	777242.459582
95	832224.613243
96	788999.879992
97	775583.662586
98	788629.211774
99	777605.802924
100	795900.417576
101	774394.19363
102	804702.547135
103	828175.914923
104	813357.219106
105	812259.495872
106	817512.397362
107	792068.005121
108	809209.295599
109	777023.561237
110	203855.059667
111	43590.5349074
