0	0.0
1	25920.0
2	63680.0
3	101760.0
4	145600.0
5	184960.0
6	195200.0
7	274547.2
8	316396.8
9	320083.2
10	347081.6
11	353129.6
12	372166.4
13	362918.4
14	358054.4
15	373254.4
16	381248.0
17	383340.8
18	409222.4
19	419088.0
20	423648.0
21	421129.6
22	427632.0
23	418966.4
24	433318.4
25	417452.8
26	441795.2
27	417721.6
28	456848.0
29	489523.2
30	501065.6
31	493347.2
32	490320.0
33	504233.6
34	486726.4
35	479564.8
36	467174.4
37	468294.4
38	474345.6
39	515286.4
40	520243.2
41	526793.6
42	514080.0
43	510099.2
44	487910.4
45	482035.2
46	511302.4
47	509468.8
48	529564.8
49	536576.0
50	550140.8
51	555596.8
52	526156.8
53	545491.2
54	525014.4
55	494345.6
56	505817.6
57	523465.6
58	523760.0
59	526460.8
60	546431.40109
61	546193.401996
62	563651.400621
63	542123.801551
64	533536.901222
65	524796.505863
66	520753.802397
67	548698.202058
68	501087.401585
69	544708.601182
70	534928.200836
71	552418.200665
72	570314.50131
73	542710.101249
74	538053.001959
75	536467.801117
76	536572.201513
77	548865.303283
78	546598.401834
79	574050.101683
80	573009.000944
81	555558.101408
82	568996.801151
83	565992.578994
84	537519.201543
85	570087.601293
86	563465.600751
87	588965.987639
88	598808.352077
89	584494.251692
90	562986.501181
91	547177.951641
92	608707.052537
93	584636.102981
94	580350.752628
95	548932.65191
96	596423.303028
97	593517.15243
98	590082.702386
99	582275.390456
100	550513.952959
101	551348.501635
102	536303.923107
103	552070.510714
104	556825.042059
105	530236.618927
106	536703.881436
107	543694.921966
108	562813.155525
109	560711.321303
110	336447.75873
111	76175.6444444
