1	0.0526659205071
2	0.1983130335
3	0.294120667496
4	0.344486347563
5	0.562130981965
6	0.0777124123838
7	1.02058791875
8	0.952744924407
9	0.190206241882
10	1.45870039676
11	0.405654746283
12	1.44107925018
13	1.0737321512
14	0.44690364746
15	0.46132055966
16	0.157089302622
17	0.38366595662
18	1.44911522889
19	1.09781427193
20	0.421858471232
21	1.13364717307
22	1.96377239783
23	1.02032129421
24	1.35121645289
25	0.82871133847
26	1.27883622879
27	0.892839909602
28	1.80132630188
29	1.01320054497
30	1.57866376989
31	0.779190367239
32	1.17486716719
33	1.18778689677
34	1.12631144615
35	1.73572234304
36	2.86239146807
37	2.45717250116
38	3.39488761525
39	2.87428166649
40	2.9828955442
41	5.47770159639
42	3.84963824751
43	3.12126468757
44	4.46493063146
45	5.08657715389
46	3.74699382132
47	2.34214965081
48	2.40055616945
49	4.0770851195
50	5.76842458764
51	4.77338871961
52	4.56295521762
53	8.22905991645
54	6.94630937955
55	5.82888993631
56	5.57181065777
57	6.98843444346
58	5.2679933147
59	7.74602030816
60	8.0100228858
61	6.10685068044
62	7.53349270064
63	7.44518253567
64	10.004806405
65	10.7075517308
66	9.58614405432
67	9.42085807744
68	9.53103182684
69	10.038556994
70	10.27080049
71	12.1249712841
72	14.0071433307
73	11.9293697314
74	12.5318657044
75	16.1497782019
76	15.0984273839
77	13.6614807789
78	12.229817867
79	13.1928629325
80	10.5720186404
81	10.6315579756
82	10.0616817582
83	10.8721128874
84	9.74369721234
85	10.5694410179
86	9.64952413541
87	19.3129167591
88	24.5243837613
89	21.6282446268
90	21.8205212672
91	23.2124501542
92	25.0311571663
93	24.4979991668
94	24.8986383197
95	24.4653555422
96	27.2196375895
97	27.2811026262
98	29.8094684111
99	29.5575724448
100	33.1193670087
101	32.4687687594
102	34.8302892668
103	34.3314785458
104	35.2140308323
105	34.5526404896
106	38.9318968624
107	41.0988779148
108	36.0464946516
109	37.700423672
110	18.0735302857
111	9.94711500854
