0	9.6
1	28206.9359993
2	68722.6649797
3	108938.444121
4	155158.604135
5	196657.600366
6	209467.777712
7	294108.406769
8	338248.39391
9	341924.003343
10	370887.881099
11	376922.247812
12	395947.175635
13	387107.676687
14	383353.429061
15	397991.711766
16	406284.978331
17	409541.627398
18	436485.394344
19	447229.189121
20	453277.037534
21	450649.507234
22	457254.602431
23	448011.554501
24	463434.718876
25	447419.958292
26	472371.213097
27	448604.592706
28	490663.447327
29	524017.018186
30	537151.131635
31	528860.970296
32	526526.222031
33	541163.129011
34	523904.719227
35	516388.918983
36	504508.042139
37	505354.814425
38	514339.015404
39	556212.349243
40	559496.675381
41	566949.05174
42	556497.016031
43	553285.083948
44	531420.541805
45	525311.048122
46	554629.705554
47	553039.635042
48	575179.019185
49	572349.056055
50	589848.32587
51	598285.618847
52	569975.14167
53	595522.441348
54	568742.668531
55	535287.843274
56	554154.88869
57	571985.660063
58	587058.635877
59	600841.507889
60	641400.43555
61	639173.932062
62	664955.008096
63	645719.074424
64	632713.426283
65	623808.213881
66	611985.627231
67	648290.834673
68	603530.877161
69	650686.670441
70	656772.17726
71	672199.132071
72	683654.253953
73	658449.873126
74	655207.598484
75	663898.838472
76	662492.836157
77	672150.074345
78	657356.917554
79	689579.921763
80	681364.824787
81	672663.172336
82	681383.23334
83	676213.246399
84	649778.95478
85	689210.435582
86	680460.338887
87	697932.587913
88	716668.051272
89	702961.653205
90	685095.766834
91	666327.290899
92	727687.123678
93	700470.456561
94	701832.271817
95	658830.625164
96	724376.945512
97	710070.025307
98	704337.92512
99	697810.66604
100	668689.012237
101	661175.500958
102	667466.611695
103	669874.549113
104	689657.904662
105	650374.181217
106	658948.146735
107	644127.813291
108	674398.864783
109	670001.178386
110	396972.224467
111	96685.2132472
